16620,2022-06-07 22:30,@119669 @Ask_Spectrum Seems like the kind of company you never recommend anyone too. Glad I have an ISP that actually is decent.
16622,2022-06-07 22:30,@119668 Thank you for replying! Please have your  friend reach to us and we can help them out. ^DT
16621,2022-06-07 22:30,@119669 I apologize for the issues you are having with the internet services. I will be able to assist you further. Have ... https://t.co/dGvHZWrnnA
16623,2022-06-07 22:30,"@Ask_Spectrum lmao, man. You should probably read the whole conversation.

Construction hasn't run wire yet. I'm dealing with a business line."
16624,2022-06-07 22:30,"@119669 I thought that was the case, but you never can be to sure. I wanted to make sure I was offering some sort of assi... https://t.co/dGvHZWrnnA"
16625,2022-06-07 22:30,@Ask_Spectrum No worries. I appreciate it. You have to understand I'm pretty frustrated. I've been trying to get service since mid-July and it's now Nov.
16626,2022-06-07 22:30,@119669 I do. Have you spoken with sales to see when we were coming out to finish the work? ^CM
16627,2022-06-07 22:30,@Ask_Spectrum I spoke to them this morning and haven't heard back yet. I have a few contacts in the business sales that I can get a hold of.
16628,2022-06-07 22:30,"@119669 If you are not able to find out any information,please reach out to us here. We will see what we can find out for... https://t.co/dGvHZWrnnA"
16618,2022-06-07 22:30,@Ask_Spectrum Yeah why do you keep making promises to my friend that you cant seem to keep installation wise. Ensures I never recommend you to anyone.
16619,2022-06-07 22:30,@119669 @Ask_Spectrum What are they telling you now
16630,2022-06-07 22:30,"@Ask_Spectrum We'll finish up Zelda-gogo ASAP, so I can get started on Switch My Mind to get that over with as fast as possible."
16631,2022-06-07 22:30,"I don't think there's any goal in sight when it comes to @Ask_Spectrum actually getting me internet, so I'll just have to move on."
16632,2022-06-07 22:30,@119670 Hi there! We have sent you a Direct Message via Twitter with further instructions.
16633,2022-06-07 22:30,@AskPlayStation I forgot my psn email can you guys help me get it back?
16634,2022-06-07 22:30,@119671  Buen día Victor. Sigue los pasos en este artículo https://t.co/2ONeDqztFs  para resolver el problema.
16635,2022-06-07 22:30,@AskPlayStation Hola.... desde ayer en la mañana no me funciona la psn...hay algún problema? como puedo solucionarlo? se me queda cargando.
16636,2022-06-07 22:30,@119672 We can take a look at this for you. Could you DM us your full address and the primary name on the account. -Xavier
16637,2022-06-07 22:30,@CoxHelp DM sent. Thnx
16638,2022-06-07 22:30,"@CoxHelp why am I unable to get NBATV ch 726. Been getting “Sorry, we’re having some trouble” for couple days now. #PayingExtraForSportsPkg"
16639,2022-06-07 22:30,"@119673, Has it been restored yet ? = JJ"
16640,2022-06-07 22:30,"@CoxHelp SERVICE WAS DISCONNECTED 3 WEEKS EARLY, WAS OUT OF INTERNET FOR ALMOST 2 HOURS BECAUSE OF YOUR MISTAKE"
16641,2022-06-07 22:30,"@119674 Hello, this does not sound good.  Can you DM the account name and complete service address? We would like to help.  -Dan"
16642,2022-06-07 22:30,@116021 thanks for not letting me watch the World Series. What a joke.
16643,2022-06-07 22:30,"@119675 tight, bypass any splitter son the line and power cycle all equipment. Thank you. -Lindsey (2)"
16644,2022-06-07 22:30,@CoxHelp SLOWER!!!
16645,2022-06-07 22:30,"@CoxHelp Everything is plugged in as it should be. I’ve ALWAYS had this problem. You told me to buy new router, I did.We upped our speed and it’s"
16646,2022-06-07 22:30,@CoxHelp Okay Allan it’s not working any better. Cox internet is the worst.
16648,2022-06-07 22:30,@119675 Ok. Please plug the modem directly up to the power outlet and see if that helps. Thanks.  -Allan
16649,2022-06-07 22:30,@CoxHelp I believe a power strip. Since I’m not sure what a ups is
16650,2022-06-07 22:30,@119675 Ok. The modem is reporting power adjustments. Is the modem plugged up to a power strip or ups?  -Allan
16651,2022-06-07 22:30,@CoxHelp Everywhere but it’s terrible in the bedroom. I have to shut off WiFi just to message you! Will Cox pay for my data overages!
16652,2022-06-07 22:30,@119675 Are you experiencing this issue with all devices in the home or just one?  -Allan
16653,2022-06-07 22:30,@CoxHelp 100 I think. We were at 50. Maybe we are talking the same thing. Just terrible internet
16654,2022-06-07 22:30,@119675 Hello. We can help. What speeds are you currently getting?  -Allan
16655,2022-06-07 22:30,@CoxHelp is there a reason that even with a new router and an upgrade on internet speed that our wireless is still awful.
16647,2022-06-07 22:30,@119675 We're still getting a low signal here on our end. Please ensure all connections to your modem and to the wall are (1)
16656,2022-06-07 22:30,"@119676 Hello, this does not sound good.  Can you DM the account name and complete service address? We would like to help. -Dan"
16657,2022-06-07 22:30,@CoxHelp DM sent!
16658,2022-06-07 22:30,"@CoxHelp  Any reported issues w/ internet in Lafayette, LA for the past hour? Specifically the 70508 area? Can’t connect, all lights are on."
16659,2022-06-07 22:30,"@119677 Hello, thanks for reaching out to us. We can speculate on updates from developers. ^CO"
16660,2022-06-07 22:30,@XboxSupport Where is my patch for Xbox one
16661,2022-06-07 22:30,@XboxSupport I have been while for 3 days for the WWE 2K18 Patch when is that coming out
16662,2022-06-07 22:30,"@119679 Hello, thanks for reaching out to us. Can you DM us your gamertag and a description of the issue? ^CO"
16663,2022-06-07 22:30,@XboxSupport  https://t.co/Q4rY3CMB7X
16664,2022-06-07 22:30,@XboxSupport  https://t.co/cqlAtYCZdr
16665,2022-06-07 22:30,@XboxSupport  https://t.co/Nv6TmNDFaN
16666,2022-06-07 22:30,@XboxSupport hey XBS. I bought Blood Bowl Legendary ed. a couple of days ago. It works fine but there is nothing in Manage Game. help?
