15788,2022-06-07 22:29,@119481 We'll respond shortly via DM.
15787,2022-06-07 22:29,"@AmericanAir the Stewardess made a very racist comment, followed behind telling me to shut up. I don’t appreciate it."
15784,2022-06-07 22:29,I hate @AmericanAir
15789,2022-06-07 22:29,@119482 Prices can change very quickly. They're based on availability.
15790,2022-06-07 22:29,@AmericanAir Literally in less than 5 minutes. And those flights are 2 months away and are nearly empty.  Awful customer service to a loyal customer.
15791,2022-06-07 22:29,@AmericanAir You increased the price of two near-empty flights while I was paying. Seriously? Is this even legal? Platinum status means nada https://t.co/gkbOFbmNaI
15792,2022-06-07 22:29,"@119483 Absolutely, please DM your 6 letter record locator and we'll let you know."
15793,2022-06-07 22:29,@AmericanAir my dad bought me a ticket and i have no idea if i can bring a carry-on with my personal item... can you help?!
15794,2022-06-07 22:29,@119484 @115913 Hey! Choosing a device is a personal choice and we'd love to answer any questions you may have to help narrow it down. Send me a DM so we can chat. https://t.co/3sF8qpf2nx *AlissaFast
15795,2022-06-07 22:29,@TMobileHelp @115913 Would you have any suggestions as far as upgrading to a new phone. But not an iPhone.
15796,2022-06-07 22:29,@119484 @115913 I love this time of year for great deals! We have a list of current offers here https://t.co/UrhUIeKReg I’d suggest keeping an eye here https://t.co/Rs7ud2PYPg for anything new that might come along. https://t.co/Et1Fu7xZtb *BarbPelotte
15797,2022-06-07 22:29,@115913 Question for you. What Black Friday deals on phones will T-Mobile offer? Because I love my Note 5 but want/need to upgrade!!!
15798,2022-06-07 22:29,"@119485 We'd like to make sure this is fixed, please DM your record locator. Also, did you let our crew know?"
15799,2022-06-07 22:29,"fuck @AmericanAir $2,200 for a one way first class ticket n ur shit chairs don’t recline back nor foot rest raise up! Food was awful! 👎🏿☹️😤"
15801,2022-06-07 22:29,@119486 You'll use our 6 letter record locator since the first leg of your trip is with us.
15802,2022-06-07 22:29,@AmericanAir Do I need to check in for my Qantas leg separately?
15804,2022-06-07 22:29,@119486 You shouldn't need to. Let our airport team know if you need assistance on the day of departure.
15803,2022-06-07 22:29,"@AmericanAir if I booked through Qantas for a trip to SYD but first leg to SFO is American Air, which confirmation# do I use to check in?"
15805,2022-06-07 22:29,@119487 @115913 Hi Michael! I'd be sad to see you go and we'd love to take a closer look at your specific location. Send me a DM so we can work on this together. https://t.co/3sF8qpf2nx *AlissaFast
15806,2022-06-07 22:29,"@115913 Can we please get a stronger signal in Forest Lake, PA?  Don't want to leave TMobile."
15807,2022-06-07 22:29,"Perks of following me? I giveaway free stuff during the holidays! Get ready, Jolly John is coming to town and you could win awesome prizes!"
15929,2022-06-07 22:29,@118420 😍 -Becky
15930,2022-06-07 22:29,👍🏼to @chipotletweets for a scary-good deal on my Boorito salad bowl that was to die for.… https://t.co/ThP4dH6vZL
15931,2022-06-07 22:29,"@119488 We appreciate you stopping by, my friend. Enjoy! -Becky"
15932,2022-06-07 22:29,@ChipotleTweets thank you and I shall.
